City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,Longyearbyen,SJ,2021-10-27 02:54:56,78.2186,15.6401,13.84,79,40,6.91
379,Akureyri,IS,2021-10-27 02:54:57,65.6835,-18.0878,39.13,87,90,8.05
380,Ilo,PE,2021-10-27 02:54:57,-17.6394,-71.3375,61.02,83,5,3.94
381,Leningradskiy,RU,2021-10-27 02:54:57,69.3833,178.4167,9.01,90,100,22.59
382,Lyaskelya,RU,2021-10-27 02:54:58,61.7667,31.0167,44.85,94,100,7.56
383,Chateaubelair,VC,2021-10-27 02:54:58,13.2833,-61.25,79.29,75,100,13.49
384,Lucapa,AO,2021-10-27 02:54:58,-8.4192,20.7447,63.52,95,100,2.98
385,Atambua,ID,2021-10-27 02:54:59,-9.1061,124.8925,88.68,48,100,4.0
386,Lagoa,PT,2021-10-27 02:54:59,39.05,-27.9833,67.86,89,100,21.18
387,Tucuman,AR,2021-10-27 02:50:14,-26.8241,-65.2226,82.4,18,99,9.22
388,North Bend,US,2021-10-27 02:54:59,43.4065,-124.2243,57.92,97,90,11.5
389,Kurilsk,RU,2021-10-27 02:55:00,45.2333,147.8833,52.12,65,66,7.27
390,Forbes,AU,2021-10-27 02:55:00,-33.3833,148.0167,85.91,9,0,8.01
391,Anadyr,RU,2021-10-27 02:55:00,64.75,177.4833,5.5,85,75,6.71
392,Isangel,VU,2021-10-27 02:52:47,-19.55,169.2667,84.31,79,75,5.75
393,Otradnoye,RU,2021-10-27 02:55:01,59.7775,30.8181,46.04,92,100,10.25
394,Bull Savanna,JM,2021-10-27 02:55:01,17.8868,-77.5902,76.55,78,11,6.51
395,Oranjestad,AW,2021-10-27 02:54:48,12.524,-70.027,84.15,74,20,18.41
396,Santa Luzia,BR,2021-10-27 02:50:47,-19.7697,-43.8514,71.94,73,75,3.44
397,Chalmette,US,2021-10-27 02:55:02,29.9427,-89.9634,75.2,78,1,1.01
398,Aksarka,RU,2021-10-27 02:55:03,66.5606,67.7975,16.57,79,98,13.15
399,Opuwo,NA,2021-10-27 02:55:04,-18.0607,13.84,66.74,23,99,2.19
400,Piacabucu,BR,2021-10-27 02:55:04,-10.4056,-36.4344,75.7,79,0,8.59
401,Rosita,NI,2021-10-27 02:55:05,13.9268,-84.4032,73.58,98,66,0.16
402,Almaznyy,RU,2021-10-27 02:55:06,48.0448,40.045,19.54,52,6,5.28
403,Sechura,PE,2021-10-27 02:55:06,-5.5569,-80.8222,65.1,80,81,11.63
404,Leshukonskoye,RU,2021-10-27 02:55:07,64.8989,45.7622,27.68,97,100,8.5
405,Asyut,EG,2021-10-27 02:55:07,27.181,31.1837,62.78,41,0,4.5
406,Cidreira,BR,2021-10-27 02:55:08,-30.1811,-50.2056,67.35,75,0,10.27
407,Kavaratti,IN,2021-10-27 02:55:08,10.5669,72.642,80.62,80,100,11.41
408,Acucena,BR,2021-10-27 02:55:09,-19.0731,-42.5464,68.52,97,47,3.11
409,Teguldet,RU,2021-10-27 02:55:09,57.3064,88.1667,29.48,66,100,15.93
410,Himatnagar,IN,2021-10-27 02:55:10,23.6,72.95,72.41,53,1,7.63
411,Omsukchan,RU,2021-10-27 02:55:10,62.5333,155.8,8.87,92,9,1.83
412,Bathsheba,BB,2021-10-27 02:55:10,13.2167,-59.5167,81.21,74,40,23.02
413,Bahia Honda,CU,2021-10-27 02:55:11,22.9036,-83.1592,77.79,85,94,1.63
414,Kant,IN,2021-10-27 02:55:11,27.8,79.8,69.96,64,0,4.65
415,Sawtell,AU,2021-10-27 02:55:11,-30.3833,153.1,82.18,73,15,19.57
416,Belfast,GB,2021-10-27 02:50:57,54.5833,-5.9333,57.38,98,75,9.22
417,Espanola,US,2021-10-27 02:52:20,35.9911,-106.0806,47.59,41,16,10.07
418,Baruun-Urt,MN,2021-10-27 02:55:12,46.6806,113.2792,43.92,38,0,8.99
419,Inuvik,CA,2021-10-27 02:55:12,68.3499,-133.7218,27.61,100,90,0.0
420,Tukrah,LY,2021-10-27 02:55:13,32.5341,20.5791,68.79,80,0,8.3
421,Grindavik,IS,2021-10-27 02:55:13,63.8424,-22.4338,44.55,93,90,28.77
422,Crixas,BR,2021-10-27 02:53:09,-14.5489,-49.9692,71.44,97,100,5.5
423,Charters Towers,AU,2021-10-27 02:55:14,-20.1,146.2667,95.02,26,1,10.16
424,Port Augusta,AU,2021-10-27 02:55:14,-32.5,137.7667,92.5,17,100,26.75
425,Banjar,ID,2021-10-27 02:55:14,-8.19,114.9675,84.06,74,81,1.5
426,Lompoc,US,2021-10-27 02:51:29,34.6391,-120.4579,63.01,76,1,11.5
427,Sulina,RO,2021-10-27 02:55:15,45.1559,29.6536,52.36,61,99,4.92
428,Beringovskiy,RU,2021-10-27 02:55:15,63.05,179.3167,8.6,84,100,23.89
429,Caxito,AO,2021-10-27 02:55:15,-8.5785,13.6643,74.48,76,100,1.92
430,Mulege,MX,2021-10-27 02:55:16,26.8833,-111.9833,72.52,67,28,9.4
431,Porto Novo,BJ,2021-10-27 02:53:42,6.4965,2.6036,76.82,83,74,3.38
432,North Platte,US,2021-10-27 02:55:17,41.1239,-100.7654,53.49,82,90,18.41
433,Bilma,NE,2021-10-27 02:55:19,18.6853,12.9164,78.12,17,0,5.5
434,Hobyo,SO,2021-10-27 02:55:19,5.3505,48.5268,80.24,75,43,7.27
435,Khandyga,RU,2021-10-27 02:55:19,62.6667,135.6,31.39,96,100,1.63
436,Charlestown,AU,2021-10-27 02:55:20,-32.95,151.6667,89.22,53,5,1.99
437,Kemin,KG,2021-10-27 02:55:20,42.7846,75.6892,48.25,42,100,2.3
438,Kassala,SD,2021-10-27 02:55:20,15.451,36.4,83.89,40,50,4.25
439,Guadalupe Y Calvo,MX,2021-10-27 02:55:21,26.1,-106.9667,47.48,96,15,3.44
440,Jibuti,DJ,2021-10-27 02:52:04,11.5,42.5,78.22,71,5,13.42
441,Tamiahua,MX,2021-10-27 02:55:21,21.2667,-97.45,79.59,93,42,10.78
442,Orlik,RU,2021-10-27 02:55:22,52.5178,99.825,37.26,46,94,2.77
443,Seeboden,AT,2021-10-27 02:55:22,46.8219,13.495,45.77,92,5,4.14
444,Longford,IE,2021-10-27 02:55:22,53.7333,-7.8,57.54,97,100,11.59
445,Songjianghe,CN,2021-10-27 02:55:23,42.1859,127.479,46.42,56,16,7.96
446,Raahe,FI,2021-10-27 02:55:23,64.6833,24.4833,37.0,85,100,7.02
447,Maxixe,MZ,2021-10-27 02:55:23,-23.8597,35.3472,69.98,86,8,8.3
448,Maiduguri,NG,2021-10-27 02:55:24,11.8464,13.1603,75.51,29,58,1.07
449,Nurota,UZ,2021-10-27 02:55:24,40.5614,65.6886,48.29,51,100,1.34
450,Dutlwe,BW,2021-10-27 02:55:25,-23.9833,23.9,67.51,64,45,18.48
451,Kulhudhuffushi,MV,2021-10-27 02:55:25,6.6221,73.07,81.21,78,100,8.01
452,Lipari,IT,2021-10-27 02:55:25,38.4674,14.954,62.78,73,73,11.48
453,Clarence Town,AU,2021-10-27 02:55:26,-32.5833,151.7833,89.35,23,3,2.95
454,Abalak,RU,2021-10-27 02:55:26,58.1286,68.5944,26.29,88,82,5.68
455,Ahuimanu,US,2021-10-27 02:55:26,21.4447,-157.8378,85.14,68,40,7.81
456,Karasjok,NO,2021-10-27 02:55:27,69.4719,25.5112,32.11,88,100,13.73
457,Hasaki,JP,2021-10-27 02:55:27,35.7333,140.8333,63.28,70,100,9.53
458,Codrington,AU,2021-10-27 02:55:28,-38.2667,141.9667,75.85,44,63,18.01
459,Irtyshskiy,RU,2021-10-27 02:55:28,58.3333,68.1333,26.65,87,66,6.2
460,Ankara,TR,2021-10-27 02:54:31,39.9199,32.8543,41.2,72,0,3.65
461,Hay River,CA,2021-10-27 02:55:28,60.8156,-115.7999,39.18,87,40,5.75
462,Fort Nelson,CA,2021-10-27 02:55:29,58.8053,-122.7002,31.59,100,90,0.0
463,Norrtalje,SE,2021-10-27 02:55:29,59.758,18.705,43.43,95,13,8.41
464,Elat,IL,2021-10-27 02:55:29,29.5581,34.9482,69.64,78,0,6.91
465,Axim,GH,2021-10-27 02:55:29,4.8699,-2.2405,77.36,88,98,4.23
466,Zavodoukovsk,RU,2021-10-27 02:55:30,56.5042,66.5515,30.02,85,96,8.7
467,Alamosa,US,2021-10-27 02:55:30,37.4695,-105.87,40.51,44,74,16.26
468,Khasan,RU,2021-10-27 02:55:31,42.4308,130.6434,57.76,40,0,20.0
469,Rio Gallegos,AR,2021-10-27 02:55:31,-51.6226,-69.2181,42.85,61,0,9.22
470,Sambava,MG,2021-10-27 02:55:31,-14.2667,50.1667,70.75,81,0,8.32
471,Ballina,AU,2021-10-27 02:55:32,-28.8667,153.5667,80.78,74,40,14.97
472,Auki,SB,2021-10-27 02:55:32,-8.7676,160.7034,86.74,66,61,5.86
473,Orangeburg,US,2021-10-27 02:55:32,33.4918,-80.8557,61.09,84,0,1.01
474,Hambantota,LK,2021-10-27 02:55:33,6.1241,81.1185,75.54,100,20,3.44
475,Phulpur,IN,2021-10-27 02:55:33,25.55,82.1,75.2,51,0,0.43
476,Dapaong,TG,2021-10-27 02:55:33,10.8639,0.205,77.5,60,64,5.12
477,Yerbogachen,RU,2021-10-27 02:55:34,61.2767,108.0108,28.9,86,100,14.61
478,Inta,RU,2021-10-27 02:55:34,66.0317,60.1659,14.67,95,94,10.31
479,Srednekolymsk,RU,2021-10-27 02:55:35,67.45,153.6833,1.49,93,35,3.49
480,Port Macquarie,AU,2021-10-27 02:55:35,-31.4333,152.9167,78.76,58,4,16.2
481,Chunhuhub,MX,2021-10-27 02:55:35,19.55,-88.6833,75.94,94,99,3.18
482,Ixtapa,MX,2021-10-27 02:55:36,20.7,-105.2,78.22,90,100,1.99
483,Show Low,US,2021-10-27 02:55:36,34.2542,-110.0298,43.72,44,1,5.75
484,Moron,AR,2021-10-27 02:55:36,-34.6534,-58.6198,78.03,59,0,3.4
485,Coruripe,BR,2021-10-27 02:52:36,-10.1256,-36.1756,75.31,81,1,8.79
486,Seybaplaya,MX,2021-10-27 02:55:37,19.65,-90.6667,82.27,78,99,8.12
487,Sukhumi,GE,2021-10-27 02:55:37,43.0033,41.0153,47.68,50,0,4.79
488,Touros,BR,2021-10-27 02:55:38,-5.1989,-35.4608,76.1,74,13,14.18
489,Senanga,ZM,2021-10-27 02:55:38,-16.1167,23.2667,69.33,78,75,3.78
490,Santa Maria,BR,2021-10-27 02:55:38,-29.6842,-53.8069,61.9,88,0,1.14
491,Fairview,US,2021-10-27 02:55:39,40.8126,-73.999,58.23,90,90,9.22
492,Jumla,NP,2021-10-27 02:55:39,29.2747,82.1838,53.49,51,1,1.66
493,Dryden,CA,2021-10-27 02:55:39,49.7833,-92.7503,39.49,75,90,8.05
494,Aktas,KZ,2021-10-27 02:55:40,49.7789,72.9608,26.35,64,100,11.88
495,Dalbandin,PK,2021-10-27 02:55:40,28.8947,64.4101,62.19,17,0,5.79
496,Skalat,UA,2021-10-27 02:55:40,49.4273,25.9787,36.45,67,70,5.41
497,Morgan City,US,2021-10-27 02:55:41,29.6994,-91.2068,73.04,90,61,5.61
498,Bakal,RU,2021-10-27 02:55:41,54.9417,58.8083,27.05,72,100,8.12
499,Behat,IN,2021-10-27 02:55:41,30.1667,77.6167,67.98,58,0,2.71
500,Inhambane,MZ,2021-10-27 02:55:42,-23.865,35.3833,71.04,84,11,9.93
501,Biggar,GB,2021-10-27 02:55:42,55.6167,-3.5167,56.12,95,100,18.66
502,Aracaju,BR,2021-10-27 02:55:42,-10.9111,-37.0717,78.75,78,75,10.36
503,Xining,CN,2021-10-27 02:55:43,36.6167,101.7667,37.94,66,38,1.63
504,Riorges,FR,2021-10-27 02:55:43,46.0418,4.0497,42.73,93,29,1.05
505,Ostersund,SE,2021-10-27 02:55:43,63.1792,14.6357,37.85,81,100,13.8
506,Biskamzha,RU,2021-10-27 02:55:44,53.4497,89.5272,35.51,80,90,10.33
507,Rockport,US,2021-10-27 02:55:44,28.0206,-97.0544,82.65,85,1,5.01
508,Pimentel,PE,2021-10-27 02:55:45,-6.8367,-79.9342,63.32,87,48,12.75
509,Pangnirtung,CA,2021-10-27 02:55:45,66.1451,-65.7125,26.11,89,91,6.93
510,Rio Brilhante,BR,2021-10-27 02:55:45,-21.8019,-54.5464,72.16,77,100,4.27
511,Tutoia,BR,2021-10-27 02:55:46,-2.7619,-42.2744,80.15,82,26,15.19
512,Mongu,ZM,2021-10-27 02:55:46,-15.2484,23.1274,69.76,75,90,4.76
513,Champerico,GT,2021-10-27 02:55:46,14.3,-91.9167,84.04,83,27,3.71
514,Hirado,JP,2021-10-27 02:51:31,33.3597,129.5531,69.15,42,5,6.35
515,Onega,RU,2021-10-27 02:55:47,63.9061,38.1404,41.14,98,100,11.59
516,Silver City,US,2021-10-27 02:55:47,32.7701,-108.2803,48.16,44,1,18.01
517,Honningsvag,NO,2021-10-27 02:55:48,70.9821,25.9704,36.1,55,76,25.23
518,Maryville,US,2021-10-27 02:54:54,35.7565,-83.9705,48.67,89,0,3.0
519,Jiangyou,CN,2021-10-27 02:55:48,31.7667,104.7167,60.1,69,100,2.77
520,Soc Trang,VN,2021-10-27 02:55:49,9.6033,105.98,82.36,82,100,5.44
521,Yingkou,CN,2021-10-27 02:55:49,40.6648,122.2283,54.5,35,0,5.61
522,Masingbi,SL,2021-10-27 02:55:49,8.7833,-11.95,71.65,94,95,1.34
523,Phan Thiet,VN,2021-10-27 02:55:50,10.9333,108.1,77.9,85,100,7.14
524,Siwana,IN,2021-10-27 02:55:50,25.6333,72.4167,76.32,32,0,5.86
525,Yumen,CN,2021-10-27 02:55:51,40.2833,97.2,45.21,48,0,1.32
526,Nishihara,JP,2021-10-27 02:55:51,26.1842,127.7558,78.85,52,20,11.5
527,Tommot,RU,2021-10-27 02:55:51,58.9564,126.2925,34.14,94,100,10.58
528,Kasama,ZM,2021-10-27 02:55:52,-10.2129,31.1808,65.48,68,3,4.88
529,Dolgoderevenskoye,RU,2021-10-27 02:55:52,55.3444,61.3444,35.94,51,40,15.66
530,Kafanchan,NG,2021-10-27 02:55:53,9.5833,8.3,69.24,91,83,1.23
531,Astana,KZ,2021-10-27 02:55:53,51.1801,71.446,15.75,92,86,2.24
532,Samarai,PG,2021-10-27 02:55:53,-10.6167,150.6667,83.3,76,45,11.88
533,Beipiao,CN,2021-10-27 02:55:53,41.7919,120.7792,60.01,24,0,11.25
534,Xuanhua,CN,2021-10-27 02:55:54,40.6103,115.0447,52.61,30,0,4.7
535,Carballo,ES,2021-10-27 02:55:54,43.213,-8.691,53.02,79,25,3.49
536,Flinders,AU,2021-10-27 02:55:54,-34.5833,150.8552,79.81,68,4,4.0
537,Zhigansk,RU,2021-10-27 02:55:55,66.7697,123.3711,12.65,91,79,8.48
538,Marrakesh,MA,2021-10-27 02:55:55,31.6315,-8.0083,57.27,82,0,3.44
539,Tecoanapa,MX,2021-10-27 02:55:56,16.5167,-98.75,79.61,87,91,5.35
540,Hirara,JP,2021-10-27 02:55:56,24.8,125.2833,80.87,54,20,11.5
541,Borazjan,IR,2021-10-27 02:55:56,29.2666,51.2159,63.73,19,0,1.86
542,Shush,IR,2021-10-27 02:55:57,32.1942,48.2436,67.19,19,0,3.18
543,Innisfail,AU,2021-10-27 02:55:57,-17.5333,146.0333,95.88,55,6,8.72
544,Kui Buri,TH,2021-10-27 02:55:57,12.0828,99.8543,84.2,71,78,10.54
545,Mafinga,TZ,2021-10-27 02:55:58,-7.25,35.0667,68.86,68,28,3.29
546,Placido De Castro,BR,2021-10-27 02:55:58,-10.3353,-67.1856,70.07,94,71,2.53
547,Bariri,BR,2021-10-27 02:51:07,-22.0744,-48.7403,71.94,82,78,9.51
548,Carutapera,BR,2021-10-27 02:56:00,-1.195,-46.02,79.43,80,97,9.6
549,Vardo,NO,2021-10-27 02:56:00,70.3705,31.1107,30.4,57,100,23.6
550,Srikakulam,IN,2021-10-27 02:56:00,18.3,83.9,78.4,72,1,6.82
551,Sturgis,US,2021-10-27 02:56:01,41.7992,-85.4192,41.97,57,1,0.0
552,Kyren,RU,2021-10-27 02:56:01,51.6828,102.1408,47.88,51,23,3.24
553,Amapa,BR,2021-10-27 02:56:02,1.0,-52.0,72.36,93,100,2.93
554,Rawson,AR,2021-10-27 02:56:02,-43.3002,-65.1023,66.25,40,7,19.73
555,Roma,US,2021-10-27 02:56:03,43.2128,-75.4557,53.96,94,100,1.99
556,Altay,CN,2021-10-27 02:56:03,47.8667,88.1167,44.1,41,2,1.86
557,Lata,PT,2021-10-27 02:56:03,40.1629,-8.3327,58.82,67,61,4.0
558,Wukari,NG,2021-10-27 02:56:04,7.85,9.7833,73.26,90,100,7.25
559,Lodja,CD,2021-10-27 02:56:04,-3.4833,23.4333,68.92,99,98,1.28
560,Broome,US,2021-10-27 02:53:10,42.2506,-75.833,55.02,81,90,1.01
561,Tambo,PE,2021-10-27 02:56:05,-14.8,-73.9167,36.59,45,3,1.52
562,Gobabis,NA,2021-10-27 02:55:14,-22.45,18.9667,74.23,14,100,7.05
563,Maniitsoq,GL,2021-10-27 02:56:05,65.4167,-52.9,31.62,48,65,5.23
564,Puro,PH,2021-10-27 02:56:06,12.4841,123.3827,84.2,74,100,11.79
565,Mawlaik,MM,2021-10-27 02:56:06,23.6333,94.4167,71.51,98,99,0.69
566,Sines,PT,2021-10-27 02:56:06,37.9562,-8.8698,61.29,64,0,6.08
567,Nacala,MZ,2021-10-27 02:56:07,-14.5428,40.6728,72.59,91,0,5.1
568,Torrevieja,ES,2021-10-27 02:56:08,37.9787,-0.6822,63.36,83,81,3.0
569,Marinette,US,2021-10-27 02:56:08,45.1,-87.6307,43.29,75,27,5.99
